,TMAX,TMIN,TEMP,IRRAD,RAIN,WIND,VAP,DAY,LAT,LON,ELEV
4637,29.12,11.7,18.57,15170000.0,0.0,2.38,11.19677621549325,2002-09-12,37.441599,-122.150545,233.2
4638,26.76,10.08,16.92,14710000.0,0.0,2.08,12.173062948610973,2002-09-13,37.441599,-122.150545,233.2
4639,28.13,10.48,17.72,17170000.0,0.0,2.03,12.370434888442983,2002-09-14,37.441599,-122.150545,233.2
4640,23.98,12.19,17.14,20230000.0,0.0,3.08,14.580710133207939,2002-09-15,37.441599,-122.150545,233.2
4641,27.58,11.48,17.79,20870000.0,0.0,2.63,13.373472140642026,2002-09-16,37.441599,-122.150545,233.2
4642,27.58,11.92,17.67,21380000.0,0.0,2.84,13.961030778864085,2002-09-17,37.441599,-122.150545,233.2
4643,33.38,11.39,20.89,22630000.0,0.0,2.13,11.030956741507724,2002-09-18,37.441599,-122.150545,233.2
4644,36.37,13.51,23.69,22150000.0,0.0,1.72,8.91368304098236,2002-09-19,37.441599,-122.150545,233.2
4645,36.8,17.08,24.71,22000000.0,0.0,1.56,8.195791262053394,2002-09-20,37.441599,-122.150545,233.2
4646,35.91,16.12,23.91,15800000.0,0.0,1.48,9.422546734292066,2002-09-21,37.441599,-122.150545,233.2
4647,35.1,13.41,22.13,17660000.0,0.0,1.62,11.739069872513241,2002-09-22,37.441599,-122.150545,233.2
4648,37.62,14.87,24.01,17980000.0,0.0,1.42,9.383513121115554,2002-09-23,37.441599,-122.150545,233.2
4649,35.83,16.61,24.05,14950000.0,0.0,1.68,8.29428537605272,2002-09-24,37.441599,-122.150545,233.2
4650,34.82,13.95,22.3,14690000.0,0.0,1.68,9.82082296666925,2002-09-25,37.441599,-122.150545,233.2
4651,25.11,10.97,16.8,11720000.0,0.003,2.57,13.507098424529122,2002-09-26,37.441599,-122.150545,233.2
4652,21.08,11.55,15.57,7800000.0,0.023,2.43,13.36460516852367,2002-09-27,37.441599,-122.150545,233.2
4653,23.69,11.47,15.97,13380000.0,0.016,1.62,12.420215342910883,2002-09-28,37.441599,-122.150545,233.2
4654,22.76,10.47,15.24,18950000.0,0.0,2.25,12.470171842437871,2002-09-29,37.441599,-122.150545,233.2
4655,23.23,9.61,15.1,19490000.0,0.0,2.09,10.42465707665998,2002-09-30,37.441599,-122.150545,233.2
4656,23.25,8.01,15.18,20320000.0,0.0,3.18,6.4869587735493415,2002-10-01,37.441599,-122.150545,233.2
4657,24.32,9.26,15.59,21070000.0,0.0,3.03,4.508512659556038,2002-10-02,37.441599,-122.150545,233.2
4658,27.52,8.83,16.62,20010000.0,0.0,1.55,7.026171917950224,2002-10-03,37.441599,-122.150545,233.2
4659,28.67,9.67,18.01,17490000.0,0.0,1.45,8.926103179956531,2002-10-04,37.441599,-122.150545,233.2
4660,31.12,13.56,20.81,19070000.0,0.0,1.39,9.3381540624446,2002-10-05,37.441599,-122.150545,233.2
4661,33.53,14.95,22.45,18860000.0,0.0,1.2,8.741393839650275,2002-10-06,37.441599,-122.150545,233.2
4662,34.7,15.72,23.08,19080000.0,0.0,1.34,8.572047663136575,2002-10-07,37.441599,-122.150545,233.2
4663,35.81,14.26,22.49,19080000.0,0.0,1.3,8.178517473091151,2002-10-08,37.441599,-122.150545,233.2
4664,30.1,12.94,19.07,10460000.0,0.0,2.14,11.25761577113967,2002-10-09,37.441599,-122.150545,233.2
4665,20.12,11.73,15.07,6790000.0,0.0,2.63,13.092278818688888,2002-10-10,37.441599,-122.150545,233.2
4666,26.53,8.42,15.57,17940000.0,0.0,1.23,9.84789428448205,2002-10-11,37.441599,-122.150545,233.2
4667,29.3,9.77,17.17,14640000.0,0.0,1.13,9.27369061880469,2002-10-12,37.441599,-122.150545,233.2
4668,30.84,10.75,18.12,14760000.0,0.0,1.27,8.950989236745214,2002-10-13,37.441599,-122.150545,233.2
4669,27.99,10.29,16.58,13940000.0,0.0,1.77,9.86824088981482,2002-10-14,37.441599,-122.150545,233.2
4670,19.76,8.3,12.53,9840000.0,0.0,2.47,10.66937735484574,2002-10-15,37.441599,-122.150545,233.2
4671,19.15,9.72,12.86,10940000.0,0.0,2.71,10.941423867663485,2002-10-16,37.441599,-122.150545,233.2
4672,19.63,10.0,13.41,10060000.0,0.0,2.5,12.026856645346689,2002-10-17,37.441599,-122.150545,233.2
4673,19.57,9.69,12.93,10580000.0,0.0,2.23,11.605289052991804,2002-10-18,37.441599,-122.150545,233.2
4674,24.74,9.83,15.11,11070000.0,0.005,1.53,12.511937120548534,2002-10-19,37.441599,-122.150545,233.2
4675,26.99,8.95,15.57,10500000.0,0.002,1.24,11.334074155948775,2002-10-20,37.441599,-122.150545,233.2
4676,25.4,8.97,14.82,10530000.0,0.0,1.63,10.60411126582617,2002-10-21,37.441599,-122.150545,233.2
4677,18.44,9.15,12.15,5970000.0,0.018,2.55,11.318746029993463,2002-10-22,37.441599,-122.150545,233.2
4678,18.04,9.13,11.87,5560000.0,0.007000000000000001,2.05,10.381988066138694,2002-10-23,37.441599,-122.150545,233.2
4679,14.73,9.0,11.35,8090000.0,0.0,1.56,10.403303309606557,2002-10-24,37.441599,-122.150545,233.2
4680,17.62,8.05,11.73,13510000.0,0.004,0.96,10.53919691534475,2002-10-25,37.441599,-122.150545,233.2
4681,20.29,6.93,12.04,9940000.0,0.0,2.03,11.023471119888075,2002-10-26,37.441599,-122.150545,233.2
4682,24.02,7.9,14.06,15090000.0,0.0,1.44,9.468266734371388,2002-10-27,37.441599,-122.150545,233.2
4683,25.32,7.8,14.16,13230000.0,0.0,1.59,8.90127814023969,2002-10-28,37.441599,-122.150545,233.2
4684,23.76,8.03,13.65,15410000.0,0.0,1.89,8.6201345043815,2002-10-29,37.441599,-122.150545,233.2
4685,21.48,6.41,12.31,14900000.0,0.0,1.62,8.710938855367713,2002-10-30,37.441599,-122.150545,233.2
4686,21.2,5.51,11.69,15240000.0,0.0,1.41,5.5782871850620905,2002-10-31,37.441599,-122.150545,233.2
4687,21.11,7.58,12.77,14110000.0,0.0,1.22,3.2155964095375786,2002-11-01,37.441599,-122.150545,233.2
4688,21.3,7.48,13.32,13260000.0,0.0,0.98,2.538682548063602,2002-11-02,37.441599,-122.150545,233.2
4689,23.6,8.24,13.82,13350000.0,0.0,1.39,4.437662332980594,2002-11-03,37.441599,-122.150545,233.2
4690,20.12,5.99,11.38,12020000.0,0.001,1.53,9.740001932808791,2002-11-04,37.441599,-122.150545,233.2
4691,23.67,6.93,12.87,10500000.0,0.0,1.37,10.261926488973785,2002-11-05,37.441599,-122.150545,233.2
4692,19.96,7.73,12.92,8109999.999999999,0.236,2.2,12.043025157681534,2002-11-06,37.441599,-122.150545,233.2
4693,19.99,12.79,15.65,3790000.0,4.441,5.4,15.535269659257017,2002-11-07,37.441599,-122.150545,233.2
4694,17.41,12.14,14.87,4070000.0000000005,3.038,3.67,15.965312404187443,2002-11-08,37.441599,-122.150545,233.2
4695,17.2,9.58,12.58,10130000.0,0.157,2.08,12.461833511317945,2002-11-09,37.441599,-122.150545,233.2
4696,16.62,8.67,11.83,6910000.0,0.215,2.22,13.525003599563302,2002-11-10,37.441599,-122.150545,233.2
4697,20.09,6.81,12.51,12680000.0,0.013000000000000001,1.3,10.618584386784072,2002-11-11,37.441599,-122.150545,233.2
4698,16.16,9.92,12.41,10170000.0,0.005,1.16,11.834318320195635,2002-11-12,37.441599,-122.150545,233.2
4699,18.48,8.26,12.27,9040000.0,0.01,1.43,12.562217749132119,2002-11-13,37.441599,-122.150545,233.2
4700,20.86,5.33,11.65,13180000.0,0.0,1.71,8.864154707277013,2002-11-14,37.441599,-122.150545,233.2
4701,23.48,5.76,13.15,11510000.0,0.0,1.47,8.80872548861143,2002-11-15,37.441599,-122.150545,233.2
4702,20.69,7.74,12.12,9150000.0,0.0,1.62,9.560293557197793,2002-11-16,37.441599,-122.150545,233.2
4703,18.73,5.98,10.96,12790000.0,0.0,1.8,10.568004417234311,2002-11-17,37.441599,-122.150545,233.2
4704,18.16,6.0,10.55,10640000.0,0.0,1.21,7.889736756405011,2002-11-18,37.441599,-122.150545,233.2
4705,19.94,3.76,11.23,12360000.0,0.0,1.43,7.642441966394306,2002-11-19,37.441599,-122.150545,233.2
4706,25.27,7.35,14.98,11190000.0,0.0,1.41,9.780338904716672,2002-11-20,37.441599,-122.150545,233.2
4707,25.84,9.75,15.84,8620000.0,0.0,1.29,10.882091205545914,2002-11-21,37.441599,-122.150545,233.2
4708,17.03,6.99,10.64,4350000.0,0.001,1.51,11.519441397592496,2002-11-22,37.441599,-122.150545,233.2
4709,16.65,7.26,11.0,3780000.0,0.0,1.21,12.026856645346689,2002-11-23,37.441599,-122.150545,233.2
4710,16.8,6.9,10.55,8730000.0,0.0,1.24,11.311088809315155,2002-11-24,37.441599,-122.150545,233.2
4711,18.98,5.03,9.98,12150000.0,0.0,2.18,7.091842430445974,2002-11-25,37.441599,-122.150545,233.2
4712,20.37,2.56,9.72,11830000.0,0.0,1.48,5.710941446606814,2002-11-26,37.441599,-122.150545,233.2
4713,20.25,2.89,9.67,11670000.0,0.0,1.57,5.740328820931174,2002-11-27,37.441599,-122.150545,233.2
4714,20.97,5.52,10.59,11350000.0,0.0,1.41,6.269893995901618,2002-11-28,37.441599,-122.150545,233.2
4715,20.55,6.9,12.82,9400000.0,0.003,0.87,6.4963410967704025,2002-11-29,37.441599,-122.150545,233.2
4716,16.82,5.32,10.15,5740000.0,0.013000000000000001,1.28,9.780338904716672,2002-11-30,37.441599,-122.150545,233.2
4717,17.69,7.23,11.33,9830000.0,0.0,0.98,11.27287103617715,2002-12-01,37.441599,-122.150545,233.2
4718,18.84,6.16,11.41,10530000.0,0.0,0.8,9.733293372432856,2002-12-02,37.441599,-122.150545,233.2
4719,18.22,6.58,11.48,9040000.0,0.0,0.91,10.198860834129949,2002-12-03,37.441599,-122.150545,233.2
4720,19.55,6.0,11.34,10050000.0,0.001,0.84,9.383513121115554,2002-12-04,37.441599,-122.150545,233.2
4721,18.48,5.62,11.19,9490000.0,0.0,1.15,8.982182808663667,2002-12-05,37.441599,-122.150545,233.2
4722,14.33,8.29,10.35,3510000.0,0.02,1.09,11.410989081631515,2002-12-06,37.441599,-122.150545,233.2
4723,18.29,7.19,11.52,10250000.0,0.002,0.79,9.442117142969051,2002-12-07,37.441599,-122.150545,233.2
4724,18.15,6.64,11.08,7900000.0,0.023,1.23,9.787076021414821,2002-12-08,37.441599,-122.150545,233.2
4725,16.08,6.86,10.1,3740000.0,0.5509999999999999,1.78,12.140438281625102,2002-12-09,37.441599,-122.150545,233.2
4726,15.01,6.87,9.72,7270000.0,0.076,1.72,11.636645634990302,2002-12-10,37.441599,-122.150545,233.2
4727,16.01,7.04,10.33,9970000.0,0.016,1.25,10.896897758820941,2002-12-11,37.441599,-122.150545,233.2
4728,18.23,4.4,10.36,7740000.0,0.262,1.52,10.63307489536162,2002-12-12,37.441599,-122.150545,233.2
4729,14.08,11.66,13.05,1810000.0,4.987,4.23,14.239774839199953,2002-12-13,37.441599,-122.150545,233.2
4730,14.11,10.9,12.99,1630000.0,2.429,5.79,13.596833012691176,2002-12-14,37.441599,-122.150545,233.2
4731,13.33,9.22,11.55,2510000.0,1.124,4.52,12.553825328742462,2002-12-15,37.441599,-122.150545,233.2
4732,13.7,8.43,11.88,7190000.0,4.434,5.73,11.605289052991804,2002-12-16,37.441599,-122.150545,233.2
4733,10.25,5.79,8.19,8080000.0,0.55,2.55,9.280119266085729,2002-12-17,37.441599,-122.150545,233.2
4734,11.16,3.33,6.37,9840000.0,0.776,1.33,8.1900297596515,2002-12-18,37.441599,-122.150545,233.2
4735,10.18,3.43,6.59,1060000.0,2.46,3.98,9.177730779910997,2002-12-19,37.441599,-122.150545,233.2
4736,11.46,6.5,8.71,5400000.0,1.21,2.78,10.42465707665998,2002-12-20,37.441599,-122.150545,233.2
4737,11.33,4.05,7.96,8460000.0,0.399,1.25,9.740001932808791,2002-12-21,37.441599,-122.150545,233.2
4738,10.82,1.4,5.44,10660000.0,0.002,2.36,7.59920212735866,2002-12-22,37.441599,-122.150545,233.2
4739,11.08,-0.5,4.83,9980000.0,0.001,1.35,6.233593376462356,2002-12-23,37.441599,-122.150545,233.2
4740,11.32,2.46,6.06,6220000.0,0.008,1.18,7.101993552734045,2002-12-24,37.441599,-122.150545,233.2
4741,9.39,3.92,6.8,3720000.0,0.053000000000000005,1.6,9.331689996311862,2002-12-25,37.441599,-122.150545,233.2
4742,12.35,7.6,10.37,3190000.0,0.28500000000000003,3.03,11.946300106033966,2002-12-26,37.441599,-122.150545,233.2
4743,15.16,11.7,13.13,3720000.0,0.728,2.92,14.239774839199953,2002-12-27,37.441599,-122.150545,233.2
4744,14.09,7.62,10.73,2430000.0,1.706,4.49,11.660211958345032,2002-12-28,37.441599,-122.150545,233.2
4745,11.13,5.58,7.99,8580000.0,0.44400000000000006,2.46,9.448648567399648,2002-12-29,37.441599,-122.150545,233.2
4746,11.08,5.17,8.31,2840000.0,0.5940000000000001,2.8,10.233855038388688,2002-12-30,37.441599,-122.150545,233.2
4747,11.61,6.06,9.19,8710000.0,0.8630000000000001,3.08,9.970530390109287,2002-12-31,37.441599,-122.150545,233.2
4748,13.4,4.69,7.91,9730000.0,0.001,0.76,8.926103179956531,2003-01-01,37.441599,-122.150545,233.2
4749,11.76,4.15,8.15,5140000.0,0.0,1.12,9.139592581431737,2003-01-02,37.441599,-122.150545,233.2
4750,16.33,4.34,9.49,8150000.0,0.0,1.06,9.158644183128885,2003-01-03,37.441599,-122.150545,233.2
4751,17.26,7.86,11.55,7970000.0,0.0,1.16,12.637971770186063,2003-01-04,37.441599,-122.150545,233.2
4752,16.7,6.59,10.49,9960000.0,0.0,1.96,12.587424612278404,2003-01-05,37.441599,-122.150545,233.2
4753,18.44,2.65,9.15,11400000.0,0.0,1.35,8.201556339738227,2003-01-06,37.441599,-122.150545,233.2
4754,15.51,3.83,8.37,10860000.0,0.0,1.69,8.723109603497123,2003-01-07,37.441599,-122.150545,233.2
4755,18.1,5.5,10.89,8580000.0,0.13899999999999998,1.12,10.517636682138832,2003-01-08,37.441599,-122.150545,233.2
4756,14.12,9.02,10.93,4110000.0000000005,0.7230000000000001,1.67,12.345610512556656,2003-01-09,37.441599,-122.150545,233.2
4757,15.11,8.82,11.48,6310000.0,1.04,1.71,12.919183650430705,2003-01-10,37.441599,-122.150545,233.2
4758,14.02,8.64,10.92,4550000.0,0.048,1.12,12.637971770186063,2003-01-11,37.441599,-122.150545,233.2
4759,14.75,9.3,11.4,5550000.0,0.063,1.9,12.395303143174685,2003-01-12,37.441599,-122.150545,233.2
4760,15.44,9.62,12.16,6830000.0,0.017,1.05,13.516048407013631,2003-01-13,37.441599,-122.150545,233.2
4761,14.21,7.59,11.2,6950000.0,0.009,1.01,12.587424612278404,2003-01-14,37.441599,-122.150545,233.2
4762,15.42,5.34,9.34,11170000.0,0.001,1.41,10.941423867663485,2003-01-15,37.441599,-122.150545,233.2
4763,15.73,4.26,8.41,12280000.0,0.0,1.74,9.177730779910997,2003-01-16,37.441599,-122.150545,233.2
4764,17.09,2.44,9.49,12100000.0,0.002,1.13,9.27369061880469,2003-01-17,37.441599,-122.150545,233.2
4765,15.8,4.26,9.31,11470000.0,0.0,1.06,9.814065388970683,2003-01-18,37.441599,-122.150545,233.2
4766,16.93,4.32,8.94,11160000.0,0.012,1.16,10.713084294845034,2003-01-19,37.441599,-122.150545,233.2
4767,14.8,5.5,9.03,4970000.0,0.062,1.41,10.882091205545914,2003-01-20,37.441599,-122.150545,233.2
4768,17.25,7.99,12.01,5680000.0,0.306,1.49,12.979536756541261,2003-01-21,37.441599,-122.150545,233.2
4769,16.88,10.09,12.72,3600000.0,0.10700000000000001,1.69,14.016392974974657,2003-01-22,37.441599,-122.150545,233.2
4770,18.57,10.43,13.49,4770000.0,0.061,0.89,14.362073910326803,2003-01-23,37.441599,-122.150545,233.2
4771,15.01,8.96,11.89,8600000.0,0.011,0.77,12.936402173676452,2003-01-24,37.441599,-122.150545,233.2
4772,16.8,10.08,12.93,11510000.0,0.0,1.15,13.796094913969197,2003-01-25,37.441599,-122.150545,233.2
4773,14.99,7.67,11.2,7550000.0,0.0,0.95,13.057497641753606,2003-01-26,37.441599,-122.150545,233.2
4774,17.39,7.76,11.52,6910000.0,0.0,1.05,13.355743362688724,2003-01-27,37.441599,-122.150545,233.2
4775,16.9,6.8,11.0,12650000.0,0.001,1.08,11.914210608745304,2003-01-28,37.441599,-122.150545,233.2
4776,16.46,7.0,10.58,11600000.0,0.0,0.95,10.360711286812629,2003-01-29,37.441599,-122.150545,233.2
4777,17.87,7.26,11.84,8990000.0,0.0,1.24,12.962267777991505,2003-01-30,37.441599,-122.150545,233.2
4778,18.48,7.53,12.18,10620000.0,0.005,1.27,13.78698221289275,2003-01-31,37.441599,-122.150545,233.2
4779,14.09,4.82,9.58,12700000.0,0.009,2.62,10.74962706391726,2003-02-01,37.441599,-122.150545,233.2
4780,14.0,2.25,7.25,14490000.0,0.0,2.14,7.76247336757693,2003-02-02,37.441599,-122.150545,233.2
4781,15.06,2.12,7.92,14700000.0,0.008,1.34,7.391485324970544,2003-02-03,37.441599,-122.150545,233.2
4782,15.26,0.63,7.05,14840000.0,0.0,1.74,7.449558348220022,2003-02-04,37.441599,-122.150545,233.2
4783,13.37,-1.09,6.02,15280000.0,0.0,1.71,5.681687242973778,2003-02-05,37.441599,-122.150545,233.2
4784,14.08,3.26,7.25,14640000.0,0.0,1.2,6.130261907523127,2003-02-06,37.441599,-122.150545,233.2
4785,13.3,1.52,6.5,14550000.0,0.004,1.57,6.059275245109571,2003-02-07,37.441599,-122.150545,233.2
4786,13.59,1.06,6.97,15210000.0,0.001,1.02,5.0707521101927435,2003-02-08,37.441599,-122.150545,233.2
4787,14.95,1.4,8.1,15380000.0,0.0,1.04,5.557808138803048,2003-02-09,37.441599,-122.150545,233.2
4788,16.05,1.96,8.24,14290000.0,0.0,1.3,7.224811787301583,2003-02-10,37.441599,-122.150545,233.2
4789,15.88,5.13,9.33,6310000.0,0.23500000000000001,1.24,8.723109603497123,2003-02-11,37.441599,-122.150545,233.2
4790,13.65,7.01,10.21,4360000.0,0.728,1.84,11.410989081631515,2003-02-12,37.441599,-122.150545,233.2
4791,15.63,9.76,11.95,7380000.0,0.21600000000000003,1.6,12.962267777991505,2003-02-13,37.441599,-122.150545,233.2
4792,14.58,6.55,9.87,7180000.0,0.15,1.53,11.053440455307895,2003-02-14,37.441599,-122.150545,233.2
4793,14.52,5.06,10.01,6670000.0,1.038,2.52,11.08348147323335,2003-02-15,37.441599,-122.150545,233.2
4794,13.87,5.64,9.75,13260000.0,0.409,1.64,10.018584259761521,2003-02-16,37.441599,-122.150545,233.2
4795,13.3,3.91,8.12,11670000.0,0.001,1.27,9.377021391598111,2003-02-17,37.441599,-122.150545,233.2
4796,14.98,4.13,8.65,16579999.999999998,0.005,1.44,9.915860373741852,2003-02-18,37.441599,-122.150545,233.2
4797,11.65,5.44,8.15,13330000.0,0.176,2.45,9.902234196801182,2003-02-19,37.441599,-122.150545,233.2
4798,15.76,5.36,9.06,16320000.0,0.0,2.33,9.666431325460758,2003-02-20,37.441599,-122.150545,233.2
4799,16.58,4.63,9.55,16700000.0,0.0,1.39,10.318272883184356,2003-02-21,37.441599,-122.150545,233.2
4800,17.58,5.6,10.61,16890000.0,0.0,1.39,10.654843299074718,2003-02-22,37.441599,-122.150545,233.2
4801,14.87,6.07,9.88,9440000.0,0.08199999999999999,0.78,10.170941387967176,2003-02-23,37.441599,-122.150545,233.2
4802,12.85,8.14,10.38,5180000.0,0.792,1.34,11.882196949035704,2003-02-24,37.441599,-122.150545,233.2
4803,14.15,6.59,9.94,13970000.0,0.302,1.19,10.963746911998044,2003-02-25,37.441599,-122.150545,233.2
4804,11.71,6.79,8.51,6220000.0,0.329,1.99,9.875031315713095,2003-02-26,37.441599,-122.150545,233.2
4805,12.41,4.9,7.8,16219999.999999998,0.128,1.41,9.35109403393734,2003-02-27,37.441599,-122.150545,233.2
4806,14.83,4.83,8.57,16489999.999999998,0.001,1.24,9.429066228490017,2003-02-28,37.441599,-122.150545,233.2
4807,15.78,5.78,9.54,17950000.0,0.001,1.25,9.780338904716672,2003-03-01,37.441599,-122.150545,233.2
4808,17.14,5.82,9.98,17510000.0,0.002,1.11,9.909045222124263,2003-03-02,37.441599,-122.150545,233.2
4809,12.62,5.62,8.74,9940000.0,0.004,1.67,9.79381722606644,2003-03-03,37.441599,-122.150545,233.2
4810,13.45,4.93,8.63,17920000.0,0.0,1.16,9.177730779910997,2003-03-04,37.441599,-122.150545,233.2
4811,17.18,4.43,9.45,18730000.0,0.0,1.23,10.025465723558828,2003-03-05,37.441599,-122.150545,233.2
4812,16.45,4.22,8.93,20030000.0,0.0,1.73,9.92267965379257,2003-03-06,37.441599,-122.150545,233.2
4813,14.74,3.86,8.62,19640000.0,0.0,2.01,10.122244289324474,2003-03-07,37.441599,-122.150545,233.2
4814,16.99,5.52,9.8,19600000.0,0.0,1.43,10.889492267140577,2003-03-08,37.441599,-122.150545,233.2
4815,16.3,5.5,9.63,18520000.0,0.0,1.45,10.808323746471178,2003-03-09,37.441599,-122.150545,233.2
4816,18.3,6.32,11.33,14460000.0,0.0,1.53,13.100986824621806,2003-03-10,37.441599,-122.150545,233.2
4817,19.17,6.37,12.01,15530000.0,0.0,1.9,12.824841359557418,2003-03-11,37.441599,-122.150545,233.2
4818,20.43,7.82,12.99,14530000.0,0.023,1.5,13.741497976122083,2003-03-12,37.441599,-122.150545,233.2
4819,15.99,7.9,11.98,10640000.0,0.309,3.48,12.654860430793121,2003-03-13,37.441599,-122.150545,233.2
4820,17.64,11.29,13.98,11350000.0,0.8390000000000001,3.82,13.887513344053243,2003-03-14,37.441599,-122.150545,233.2
4821,15.8,6.32,12.0,20460000.0,1.75,2.98,11.143779142625847,2003-03-15,37.441599,-122.150545,233.2
4822,13.1,5.94,8.84,17390000.0,0.41200000000000003,2.01,10.177914931774424,2003-03-16,37.441599,-122.150545,233.2
4823,14.55,5.38,9.36,21670000.0,0.002,2.88,9.209619690913838,2003-03-17,37.441599,-122.150545,233.2
4824,16.36,4.09,9.38,21910000.0,0.0,2.4,9.461723361023406,2003-03-18,37.441599,-122.150545,233.2
4825,15.71,5.04,10.37,18760000.0,0.097,2.12,10.948860433443903,2003-03-19,37.441599,-122.150545,233.2
4826,15.75,6.47,10.55,20420000.0,0.049,2.07,10.720384087714265,2003-03-20,37.441599,-122.150545,233.2
4827,18.3,5.69,11.05,21840000.0,0.008,1.66,11.395569461695285,2003-03-21,37.441599,-122.150545,233.2
4828,17.37,7.61,11.15,14130000.0,0.049,1.81,12.067313769221037,2003-03-22,37.441599,-122.150545,233.2
4829,15.94,5.43,10.45,18230000.0,0.306,1.7,10.27598762466469,2003-03-23,37.441599,-122.150545,233.2
4830,17.01,4.12,9.81,22490000.0,0.001,1.59,9.881825857226309,2003-03-24,37.441599,-122.150545,233.2
4831,18.66,5.08,11.41,19260000.0,0.006,1.55,11.906200090027818,2003-03-25,37.441599,-122.150545,233.2
4832,17.25,7.08,11.99,16149999.999999998,0.027000000000000003,2.88,12.083530100396372,2003-03-26,37.441599,-122.150545,233.2
4833,17.06,4.73,10.46,23590000.0,0.0,2.66,9.044857577922013,2003-03-27,37.441599,-122.150545,233.2
4834,19.95,5.23,12.08,23880000.0,0.001,2.41,8.950989236745214,2003-03-28,37.441599,-122.150545,233.2
4835,22.73,6.88,14.2,23440000.0,0.0,1.44,9.429066228490017,2003-03-29,37.441599,-122.150545,233.2
4836,23.82,9.76,15.76,23190000.0,0.0,1.17,9.915860373741852,2003-03-30,37.441599,-122.150545,233.2
4837,19.83,9.33,13.63,16629999.999999998,0.002,1.68,11.349420543508327,2003-03-31,37.441599,-122.150545,233.2
4838,11.66,4.84,8.94,14580000.0,0.162,2.7,9.875031315713095,2003-04-01,37.441599,-122.150545,233.2
4839,10.12,4.77,7.69,17850000.0,0.62,2.57,8.584047142006222,2003-04-02,37.441599,-122.150545,233.2
4840,12.51,3.64,7.63,22350000.0,0.075,1.76,7.878597749718114,2003-04-03,37.441599,-122.150545,233.2
4841,12.08,3.98,8.27,22210000.0,0.868,3.01,8.814869161638965,2003-04-04,37.441599,-122.150545,233.2
4842,13.96,2.39,7.62,24200000.0,0.0,2.06,8.201556339738227,2003-04-05,37.441599,-122.150545,233.2
4843,14.89,4.0,9.37,17500000.0,0.017,2.2,10.143089273016574,2003-04-06,37.441599,-122.150545,233.2
4844,19.87,6.27,11.94,24920000.0,0.0,1.04,10.859914578630468,2003-04-07,37.441599,-122.150545,233.2
4845,23.76,7.12,13.64,25500000.0,0.0,1.26,11.16646508190601,2003-04-08,37.441599,-122.150545,233.2
4846,21.26,5.65,12.5,21640000.0,0.0,1.35,11.465102416841408,2003-04-09,37.441599,-122.150545,233.2
4847,18.12,6.33,11.58,17840000.0,0.019,2.16,12.19758201825509,2003-04-10,37.441599,-122.150545,233.2
4848,17.6,5.21,10.62,23870000.0,0.306,1.64,10.7349968103804,2003-04-11,37.441599,-122.150545,233.2
4849,12.65,7.72,10.34,5910000.0,2.471,3.73,11.636645634990302,2003-04-12,37.441599,-122.150545,233.2
4850,13.65,6.71,9.78,21860000.0,0.922,2.83,9.699811593377362,2003-04-13,37.441599,-122.150545,233.2
4851,12.4,4.46,8.73,18230000.0,0.125,1.25,8.814869161638965,2003-04-14,37.441599,-122.150545,233.2
4852,13.15,2.61,8.49,16320000.0,0.004,1.73,9.1142447876438,2003-04-15,37.441599,-122.150545,233.2
4853,15.78,5.28,10.3,12460000.0,0.174,1.24,10.60411126582617,2003-04-16,37.441599,-122.150545,233.2
4854,15.36,5.26,10.12,21180000.0,0.099,2.12,10.32533530259105,2003-04-17,37.441599,-122.150545,233.2
4855,16.58,4.07,10.18,25920000.0,0.005,2.16,9.800562520793934,2003-04-18,37.441599,-122.150545,233.2
4856,20.51,5.2,11.87,26580000.0,0.004,1.34,10.080667474858265,2003-04-19,37.441599,-122.150545,233.2
4857,14.56,6.9,10.39,17030000.0,0.028000000000000004,1.82,11.008513287420026,2003-04-20,37.441599,-122.150545,233.2
4858,11.36,5.92,8.73,19450000.0,0.458,2.73,9.448648567399648,2003-04-21,37.441599,-122.150545,233.2
4859,16.19,6.23,10.25,24270000.0,0.11299999999999999,2.07,9.807311907720614,2003-04-22,37.441599,-122.150545,233.2
4860,14.55,7.3,10.71,18340000.0,0.005,2.09,9.693127427343274,2003-04-23,37.441599,-122.150545,233.2
4861,14.0,4.72,9.97,19620000.0,0.992,2.77,10.094509669822347,2003-04-24,37.441599,-122.150545,233.2
4862,13.61,4.12,8.74,14070000.0,0.32999999999999996,2.88,9.814065388970683,2003-04-25,37.441599,-122.150545,233.2
4863,16.48,5.5,10.12,23150000.0,0.16399999999999998,1.5,9.019741561485732,2003-04-26,37.441599,-122.150545,233.2
4864,17.63,4.6,11.12,22250000.0,0.817,2.62,10.170941387967176,2003-04-27,37.441599,-122.150545,233.2
4865,14.41,5.9,10.2,19600000.0,0.46699999999999997,2.7,10.05993552725143,2003-04-28,37.441599,-122.150545,233.2
4866,13.51,5.61,9.19,20460000.0,0.135,2.01,9.834350419916785,2003-04-29,37.441599,-122.150545,233.2
4867,18.31,4.65,11.12,26570000.0,0.004,1.76,10.318272883184356,2003-04-30,37.441599,-122.150545,233.2
4868,19.92,7.96,13.26,19410000.0,0.024,1.18,11.106059366408662,2003-05-01,37.441599,-122.150545,233.2
4869,14.55,9.24,11.9,9050000.0,1.384,2.2,12.537055274122102,2003-05-02,37.441599,-122.150545,233.2
4870,17.74,9.39,12.91,21660000.0,0.604,2.0,12.18940417405615,2003-05-03,37.441599,-122.150545,233.2
