,TMAX,TMIN,TEMP,IRRAD,RAIN,WIND,VAP,DAY,LAT,LON,ELEV
1607,24.44,9.44,15.01,25310000.0,0.003,2.16,11.668076723831962,1994-05-27,37.441599,-122.150545,233.2
1608,27.66,6.97,16.44,30600000.0,0.0,1.81,10.163972052359547,1994-05-28,37.441599,-122.150545,233.2
1609,31.45,9.03,19.69,30320000.0,0.0,1.95,12.026856645346689,1994-05-29,37.441599,-122.150545,233.2
1610,32.59,13.23,21.15,21020000.0,0.003,2.42,11.850258973851442,1994-05-30,37.441599,-122.150545,233.2
1611,23.14,10.8,16.33,22260000.0,0.003,3.02,12.537055274122102,1994-05-31,37.441599,-122.150545,233.2
1612,27.6,9.1,17.04,29320000.0,0.0,2.34,10.948860433443903,1994-06-01,37.441599,-122.150545,233.2
1613,25.01,8.6,15.19,28440000.0,0.0,3.04,10.467480419672528,1994-06-02,37.441599,-122.150545,233.2
1614,23.51,8.26,15.13,27250000.0,0.002,2.8,10.374891535503147,1994-06-03,37.441599,-122.150545,233.2
1615,24.49,9.46,15.94,24290000.0,0.002,2.4,11.850258973851442,1994-06-04,37.441599,-122.150545,233.2
1616,20.82,9.27,14.49,28600000.0,0.045,3.02,11.589638654902625,1994-06-05,37.441599,-122.150545,233.2
1617,21.1,9.38,14.58,29980000.0,0.015,2.99,10.503284775854718,1994-06-06,37.441599,-122.150545,233.2
1618,25.33,7.48,15.76,30770000.0,0.0,2.7,9.095274627515115,1994-06-07,37.441599,-122.150545,233.2
1619,30.88,8.27,19.15,28340000.0,0.0,2.28,9.286551840570231,1994-06-08,37.441599,-122.150545,233.2
1620,35.98,12.65,24.15,30450000.0,0.0,2.03,10.640326675586591,1994-06-09,37.441599,-122.150545,233.2
1621,37.29,15.43,25.66,30730000.0,0.0,1.87,11.075964490512506,1994-06-10,37.441599,-122.150545,233.2
1622,28.57,11.73,18.65,16870000.0,0.0,3.0,13.04881504655542,1994-06-11,37.441599,-122.150545,233.2
1623,24.65,9.98,16.09,18610000.0,0.001,3.16,13.074878065928887,1994-06-12,37.441599,-122.150545,233.2
1624,23.11,10.3,15.74,25180000.0,0.023,3.52,12.337345460025801,1994-06-13,37.441599,-122.150545,233.2
1625,26.74,8.04,15.89,30400000.0,0.012,3.38,8.218873043518284,1994-06-14,37.441599,-122.150545,233.2
1626,22.56,6.72,14.38,30720000.0,0.0,3.11,8.876513989385627,1994-06-15,37.441599,-122.150545,233.2
1627,21.92,7.58,14.15,30700000.0,0.0,2.77,9.72658888306342,1994-06-16,37.441599,-122.150545,233.2
1628,24.65,8.51,15.8,30540000.0,0.0,2.51,10.1570069227793,1994-06-17,37.441599,-122.150545,233.2
1629,29.44,8.03,17.56,30840000.0,0.0,2.09,9.409519661612123,1994-06-18,37.441599,-122.150545,233.2
1630,28.58,8.86,17.35,29960000.0,0.0,2.55,10.453188794524415,1994-06-19,37.441599,-122.150545,233.2
1631,22.18,8.98,14.59,22840000.0,0.0,2.7,11.668076723831962,1994-06-20,37.441599,-122.150545,233.2
1632,25.12,8.07,15.98,26980000.0,0.0,2.51,11.558393550367974,1994-06-21,37.441599,-122.150545,233.2
1633,23.81,8.62,15.63,30470000.0,0.0,2.84,11.723260866068486,1994-06-22,37.441599,-122.150545,233.2
1634,30.11,7.71,18.18,30620000.0,0.0,2.46,8.864154707277013,1994-06-23,37.441599,-122.150545,233.2
1635,27.98,10.13,16.43,28890000.0,0.0,2.38,10.582434147156988,1994-06-24,37.441599,-122.150545,233.2
1636,24.62,9.22,15.9,30450000.0,0.0,3.18,10.691211163174248,1994-06-25,37.441599,-122.150545,233.2
1637,35.62,8.8,21.63,30290000.0,0.0,2.16,8.423297447786481,1994-06-26,37.441599,-122.150545,233.2
1638,35.69,11.68,22.12,24940000.0,0.0,2.16,9.520757432589939,1994-06-27,37.441599,-122.150545,233.2
1639,35.57,10.78,21.97,14310000.0,0.0,2.0,8.950989236745214,1994-06-28,37.441599,-122.150545,233.2
1640,32.42,11.43,20.63,22080000.0,0.0,2.44,10.318272883184356,1994-06-29,37.441599,-122.150545,233.2
1641,26.02,10.48,17.55,24030000.0,0.002,2.96,11.762818543831607,1994-06-30,37.441599,-122.150545,233.2
1642,31.7,9.49,19.22,20240000.0,0.001,2.6,10.859914578630468,1994-07-01,37.441599,-122.150545,233.2
1643,29.19,10.05,18.23,21700000.0,0.002,2.98,12.287857237746696,1994-07-02,37.441599,-122.150545,233.2
1644,28.57,11.09,18.12,21820000.0,0.001,3.02,11.574006826967938,1994-07-03,37.441599,-122.150545,233.2
1645,25.13,10.81,16.72,18170000.0,0.0,3.2,11.558393550367974,1994-07-04,37.441599,-122.150545,233.2
1646,28.69,10.9,18.41,25570000.0,0.0,2.87,11.715363388062087,1994-07-05,37.441599,-122.150545,233.2
1647,34.53,9.12,20.71,17870000.0,0.0,2.09,9.580115811665943,1994-07-06,37.441599,-122.150545,233.2
1648,32.01,9.85,20.44,14260000.0,0.0,1.96,7.900889658200553,1994-07-07,37.441599,-122.150545,233.2
1649,34.91,10.15,21.48,14040000.0,0.001,2.03,8.994687044870846,1994-07-08,37.441599,-122.150545,233.2
1650,35.37,11.34,22.04,15030000.0,0.003,2.26,9.403012078985913,1994-07-09,37.441599,-122.150545,233.2
1651,33.49,11.29,21.03,16020000.0,0.002,2.45,10.618584386784072,1994-07-10,37.441599,-122.150545,233.2
1652,33.36,10.28,20.67,11070000.0,0.002,2.08,10.297111140367921,1994-07-11,37.441599,-122.150545,233.2
1653,32.73,10.05,20.24,11830000.0,0.001,2.42,10.039241141629878,1994-07-12,37.441599,-122.150545,233.2
1654,31.35,10.47,19.5,12000000.0,0.031,2.65,10.926564071733049,1994-07-13,37.441599,-122.150545,233.2
1655,34.04,10.21,20.81,23590000.0,0.0,2.54,10.896897758820941,1994-07-14,37.441599,-122.150545,233.2
1656,33.36,10.31,20.15,12930000.0,0.0,2.78,10.683928860791065,1994-07-15,37.441599,-122.150545,233.2
1657,34.3,10.12,21.33,14190000.0,0.0,2.23,10.346548106908465,1994-07-16,37.441599,-122.150545,233.2
1658,36.15,12.69,22.81,15530000.0,0.0,2.02,9.422546734292066,1994-07-17,37.441599,-122.150545,233.2
1659,29.07,11.81,19.36,14360000.0,0.0,2.98,10.662108146807006,1994-07-18,37.441599,-122.150545,233.2
1660,27.26,11.26,17.9,16830000.0,0.014000000000000002,2.87,11.850258973851442,1994-07-19,37.441599,-122.150545,233.2
1661,21.02,11.51,15.39,14320000.0,0.012,2.59,12.378719427994167,1994-07-20,37.441599,-122.150545,233.2
1662,21.77,11.68,16.3,11720000.0,0.003,2.46,13.293855162358133,1994-07-21,37.441599,-122.150545,233.2
1663,32.44,10.79,19.45,16730000.0,0.002,2.22,11.970417089624771,1994-07-22,37.441599,-122.150545,233.2
1664,25.01,9.98,16.26,20790000.0,0.001,2.87,11.318746029993463,1994-07-23,37.441599,-122.150545,233.2
1665,28.5,12.58,19.1,17200000.0,0.0,2.45,13.249803729751777,1994-07-24,37.441599,-122.150545,233.2
1666,33.62,10.67,20.96,25590000.0,0.0,2.05,10.66937735484574,1994-07-25,37.441599,-122.150545,233.2
1667,34.35,13.32,21.92,17920000.0,0.0,2.3,10.32533530259105,1994-07-26,37.441599,-122.150545,233.2
1668,27.32,12.72,19.28,10390000.0,0.001,2.57,12.570615101536243,1994-07-27,37.441599,-122.150545,233.2
1669,30.96,11.5,19.64,13940000.0,0.003,2.63,12.579017388427214,1994-07-28,37.441599,-122.150545,233.2
1670,29.5,11.77,18.59,20050000.0,0.0,2.95,12.671768928464765,1994-07-29,37.441599,-122.150545,233.2
1671,26.84,11.54,17.38,8860000.0,0.002,3.26,12.411906389466647,1994-07-30,37.441599,-122.150545,233.2
1672,24.71,11.37,16.58,9180000.0,0.005,2.83,12.3621552243184,1994-07-31,37.441599,-122.150545,233.2
1673,27.13,10.27,17.25,14520000.0,0.007000000000000001,2.46,12.553825328742462,1994-08-01,37.441599,-122.150545,233.2
1674,28.5,9.98,18.33,17230000.0,0.002,2.61,13.27621916986351,1994-08-02,37.441599,-122.150545,233.2
1675,28.62,10.53,18.79,22840000.0,0.0,2.83,13.542929625198045,1994-08-03,37.441599,-122.150545,233.2
1676,27.32,11.73,17.62,24460000.0,0.0,3.19,13.578844311046808,1994-08-04,37.441599,-122.150545,233.2
1677,33.98,9.62,20.75,26770000.0,0.0,1.95,10.8156806316304,1994-08-05,37.441599,-122.150545,233.2
1678,38.37,12.45,23.31,24830000.0,0.0,1.96,9.403012078985913,1994-08-06,37.441599,-122.150545,233.2
1679,28.87,13.11,19.21,14390000.0,0.0,3.16,13.293855162358133,1994-08-07,37.441599,-122.150545,233.2
1680,27.7,10.81,18.05,27860000.0,0.001,3.09,11.699582470633887,1994-08-08,37.441599,-122.150545,233.2
1681,28.83,10.28,18.1,20050000.0,0.0,2.77,11.882196949035704,1994-08-09,37.441599,-122.150545,233.2
1682,29.51,10.04,18.58,20270000.0,0.0,2.59,11.84228628785037,1994-08-10,37.441599,-122.150545,233.2
1683,31.34,10.48,19.8,25900000.0,0.0,2.53,11.380168177777927,1994-08-11,37.441599,-122.150545,233.2
1684,31.37,11.91,20.2,27410000.0,0.0,2.71,11.715363388062087,1994-08-12,37.441599,-122.150545,233.2
1685,34.21,10.89,21.4,26520000.0,0.0,2.12,10.510458572223333,1994-08-13,37.441599,-122.150545,233.2
1686,36.84,14.95,23.87,26980000.0,0.0,2.3,10.053033228034165,1994-08-14,37.441599,-122.150545,233.2
1687,37.17,14.12,23.51,26920000.0,0.0,2.44,9.286551840570231,1994-08-15,37.441599,-122.150545,233.2
1688,37.28,11.33,22.69,26860000.0,0.0,2.23,10.004833811877784,1994-08-16,37.441599,-122.150545,233.2
1689,34.37,11.69,20.65,16550000.0,0.0,2.93,11.357100591195533,1994-08-17,37.441599,-122.150545,233.2
1690,33.85,11.25,20.83,17590000.0,0.0,2.44,10.808323746471178,1994-08-18,37.441599,-122.150545,233.2
1691,28.98,11.51,18.79,21910000.0,0.0,2.7,11.81044270347318,1994-08-19,37.441599,-122.150545,233.2
1692,28.73,10.6,18.3,22880000.0,0.0,2.7,12.420215342910883,1994-08-20,37.441599,-122.150545,233.2
1693,24.99,11.28,16.77,25440000.0,0.0,2.99,12.953640863937455,1994-08-21,37.441599,-122.150545,233.2
1694,28.34,10.76,17.98,13690000.0,0.0,2.45,11.970417089624771,1994-08-22,37.441599,-122.150545,233.2
1695,27.68,9.43,17.46,18190000.0,0.0,2.17,12.279626193393785,1994-08-23,37.441599,-122.150545,233.2
1696,28.06,9.72,17.7,10820000.0,0.0,2.18,12.765121142011402,1994-08-24,37.441599,-122.150545,233.2
1697,26.59,9.87,17.3,13220000.0,0.0,2.41,12.970899741352795,1994-08-25,37.441599,-122.150545,233.2
1698,30.95,10.04,18.93,16309999.999999998,0.0,2.11,11.47285129463844,1994-08-26,37.441599,-122.150545,233.2
1699,27.99,11.15,18.06,17610000.0,0.007000000000000001,2.46,12.411906389466647,1994-08-27,37.441599,-122.150545,233.2
1700,27.19,9.93,17.43,20380000.0,0.005,2.43,13.005478138284296,1994-08-28,37.441599,-122.150545,233.2
1701,31.73,10.26,19.29,20340000.0,0.0,2.45,11.723260866068486,1994-08-29,37.441599,-122.150545,233.2
1702,29.8,10.37,18.55,10650000.0,0.0,2.48,12.230341661545374,1994-08-30,37.441599,-122.150545,233.2
1703,28.41,11.52,17.76,20120000.0,0.0,2.79,12.646413622097866,1994-08-31,37.441599,-122.150545,233.2
1704,24.52,11.57,16.68,24430000.0,0.0,3.09,13.426782609134849,1994-09-01,37.441599,-122.150545,233.2
1705,21.51,11.15,15.48,24620000.0,0.0,3.2,12.936402173676452,1994-09-02,37.441599,-122.150545,233.2
1706,29.98,9.59,18.48,16000000.0,0.0,2.23,12.287857237746696,1994-09-03,37.441599,-122.150545,233.2
1707,33.68,10.44,20.64,21050000.0,0.0,1.63,11.802493585372405,1994-09-04,37.441599,-122.150545,233.2
1708,34.15,12.23,21.23,11800000.0,0.0,1.71,11.691699026476059,1994-09-05,37.441599,-122.150545,233.2
1709,33.53,11.94,20.25,11140000.0,0.0,1.9,10.771605353926768,1994-09-06,37.441599,-122.150545,233.2
1710,24.87,9.89,16.05,14110000.0,0.0,2.02,12.824841359557418,1994-09-07,37.441599,-122.150545,233.2
1711,26.34,9.91,17.35,19520000.0,0.0,2.66,14.352633650980335,1994-09-08,37.441599,-122.150545,233.2
1712,26.09,10.01,17.08,20940000.0,0.0,2.73,12.026856645346689,1994-09-09,37.441599,-122.150545,233.2
1713,24.33,10.05,16.44,23430000.0,0.0,2.9,11.882196949035704,1994-09-10,37.441599,-122.150545,233.2
1714,23.72,10.87,15.95,22900000.0,0.0,2.82,12.12415480131645,1994-09-11,37.441599,-122.150545,233.2
1715,25.4,11.36,16.87,16900000.0,0.0,2.17,11.97846559420663,1994-09-12,37.441599,-122.150545,233.2
1716,25.21,9.83,16.08,11810000.0,0.0,2.02,11.574006826967938,1994-09-13,37.441599,-122.150545,233.2
1717,30.34,9.31,18.69,13760000.0,0.0,1.62,10.353627564360872,1994-09-14,37.441599,-122.150545,233.2
1718,35.24,13.11,22.88,21490000.0,0.0,1.12,9.241606218620037,1994-09-15,37.441599,-122.150545,233.2
1719,36.95,15.08,24.43,14750000.0,0.0,1.72,9.693127427343274,1994-09-16,37.441599,-122.150545,233.2
1720,29.94,11.69,19.02,10330000.0,0.001,2.0,13.320347750876735,1994-09-17,37.441599,-122.150545,233.2
1721,32.01,11.79,19.83,13880000.0,0.0,1.73,11.994576882851018,1994-09-18,37.441599,-122.150545,233.2
1722,34.38,12.46,21.33,9050000.0,0.01,1.3,12.996825952484532,1994-09-19,37.441599,-122.150545,233.2
1723,35.41,12.68,21.99,9450000.0,0.01,1.32,11.914210608745304,1994-09-20,37.441599,-122.150545,233.2
1724,36.23,15.69,23.27,11260000.0,0.001,1.38,10.618584386784072,1994-09-21,37.441599,-122.150545,233.2
1725,33.34,13.1,20.76,12610000.0,0.016,1.97,12.173062948610973,1994-09-22,37.441599,-122.150545,233.2
1726,31.18,14.35,20.56,11380000.0,0.06,2.04,14.619030667193334,1994-09-23,37.441599,-122.150545,233.2
1727,29.45,14.82,20.44,13190000.0,0.003,1.84,15.394198847859009,1994-09-24,37.441599,-122.150545,233.2
1728,32.08,12.74,20.64,10720000.0,0.0,1.02,12.646413622097866,1994-09-25,37.441599,-122.150545,233.2
1729,34.37,14.63,21.51,8960000.0,0.008,1.4,12.445171553891614,1994-09-26,37.441599,-122.150545,233.2
1730,27.49,14.11,18.39,15140000.0,0.020999999999999998,2.09,14.109091886099357,1994-09-27,37.441599,-122.150545,233.2
1731,25.54,12.58,17.17,17000000.0,0.037,1.81,13.869187206868329,1994-09-28,37.441599,-122.150545,233.2
1732,25.7,11.58,17.23,17490000.0,0.005,2.18,13.435685817174326,1994-09-29,37.441599,-122.150545,233.2
1733,29.07,10.78,18.25,10580000.0,0.0,1.77,11.311088809315155,1994-09-30,37.441599,-122.150545,233.2
1734,29.2,11.21,18.34,9500000.0,0.0,1.02,11.898194308764863,1994-10-01,37.441599,-122.150545,233.2
1735,31.08,13.01,19.89,8870000.0,0.001,1.85,12.279626193393785,1994-10-02,37.441599,-122.150545,233.2
1736,24.26,12.8,16.76,17350000.0,0.10900000000000001,2.72,12.263178647899544,1994-10-03,37.441599,-122.150545,233.2
1737,19.6,11.8,14.98,10270000.0,1.153,3.11,12.962267777991505,1994-10-04,37.441599,-122.150545,233.2
1738,21.17,9.33,14.61,18420000.0,0.012,1.57,11.914210608745304,1994-10-05,37.441599,-122.150545,233.2
1739,24.6,8.37,15.04,18680000.0,0.012,1.34,11.15889859065546,1994-10-06,37.441599,-122.150545,233.2
1740,27.93,10.33,17.67,18710000.0,0.0,1.15,10.01170695658524,1994-10-07,37.441599,-122.150545,233.2
1741,32.03,13.68,21.37,17840000.0,0.0,1.1,8.602074134922596,1994-10-08,37.441599,-122.150545,233.2
1742,31.81,12.72,20.63,15590000.0,0.0,1.71,9.403012078985913,1994-10-09,37.441599,-122.150545,233.2
1743,23.37,9.8,15.18,10960000.0,0.0,2.35,12.61267593034217,1994-10-10,37.441599,-122.150545,233.2
1744,22.92,8.86,14.23,17420000.0,0.0,2.0,10.8156806316304,1994-10-11,37.441599,-122.150545,233.2
1745,20.55,8.32,13.08,17320000.0,0.02,3.88,10.896897758820941,1994-10-12,37.441599,-122.150545,233.2
1746,23.52,7.13,13.79,17440000.0,0.001,2.61,9.429066228490017,1994-10-13,37.441599,-122.150545,233.2
1747,23.17,9.58,14.4,14330000.0,0.004,3.48,11.303436147077138,1994-10-14,37.441599,-122.150545,233.2
1748,20.72,7.58,13.24,17240000.0,0.0,3.81,6.946084404520054,1994-10-15,37.441599,-122.150545,233.2
1749,21.1,3.45,11.74,16640000.0,0.0,1.58,5.936796059275321,1994-10-16,37.441599,-122.150545,233.2
1750,23.51,8.39,14.64,13880000.0,0.0,0.95,7.707708937549812,1994-10-17,37.441599,-122.150545,233.2
1751,25.04,9.23,15.5,11210000.0,0.004,1.09,8.476583135493275,1994-10-18,37.441599,-122.150545,233.2
1752,24.25,7.65,13.58,11360000.0,0.005,1.59,10.129188421319382,1994-10-19,37.441599,-122.150545,233.2
1753,25.35,6.98,14.15,16070000.0,0.0,1.12,9.082647197555469,1994-10-20,37.441599,-122.150545,233.2
1754,26.96,10.52,16.55,16120000.000000002,0.0,1.13,7.333812362784213,1994-10-21,37.441599,-122.150545,233.2
1755,28.79,11.38,18.5,15750000.0,0.0,0.8,8.213097228567051,1994-10-22,37.441599,-122.150545,233.2
1756,25.02,11.95,16.91,11770000.0,0.01,1.62,8.41739509209634,1994-10-23,37.441599,-122.150545,233.2
1757,26.2,9.92,15.75,10580000.0,0.0,1.16,11.574006826967938,1994-10-24,37.441599,-122.150545,233.2
1758,20.73,8.54,12.75,10250000.0,0.0,1.5,10.963746911998044,1994-10-25,37.441599,-122.150545,233.2
1759,23.44,8.51,14.94,9270000.0,0.001,1.42,13.82346477172171,1994-10-26,37.441599,-122.150545,233.2
1760,24.58,10.71,15.88,10660000.0,0.002,1.62,13.197111371778686,1994-10-27,37.441599,-122.150545,233.2
1761,23.67,8.8,15.14,14630000.0,0.001,1.88,12.841949323477998,1994-10-28,37.441599,-122.150545,233.2
1762,21.48,5.23,11.61,14760000.0,0.0,2.1,7.7844751121850955,1994-10-29,37.441599,-122.150545,233.2
1763,23.92,4.26,12.51,14040000.0,0.0,2.04,5.533321114921303,1994-10-30,37.441599,-122.150545,233.2
1764,27.11,9.1,16.06,14350000.0,0.0,1.2,6.576576305993832,1994-10-31,37.441599,-122.150545,233.2
1765,19.58,7.87,12.03,5940000.0,0.06899999999999999,3.04,12.213952181742943,1994-11-01,37.441599,-122.150545,233.2
1766,16.08,4.03,9.58,14470000.0,0.001,3.23,6.4869587735493415,1994-11-02,37.441599,-122.150545,233.2
1767,15.23,2.61,7.8,14600000.0,0.004,2.43,4.653227358640394,1994-11-03,37.441599,-122.150545,233.2
1768,13.98,4.2,8.73,9540000.0,0.147,2.02,6.916260131946336,1994-11-04,37.441599,-122.150545,233.2
1769,14.53,8.41,11.43,3640000.0,4.21,4.38,11.970417089624771,1994-11-05,37.441599,-122.150545,233.2
1770,14.11,8.94,11.69,5010000.0,1.428,2.12,12.748103184847023,1994-11-06,37.441599,-122.150545,233.2
1771,16.48,5.44,9.88,12260000.0,0.186,1.51,9.241606218620037,1994-11-07,37.441599,-122.150545,233.2
1772,17.01,5.22,9.43,11790000.0,0.524,1.61,8.79644946744689,1994-11-08,37.441599,-122.150545,233.2
1773,12.92,6.5,9.18,8720000.0,1.61,3.59,10.742309744666983,1994-11-09,37.441599,-122.150545,233.2
1774,12.91,4.25,7.9,12410000.0,0.015,1.12,7.7844751121850955,1994-11-10,37.441599,-122.150545,233.2
1775,14.56,3.41,8.35,11880000.0,0.01,1.16,7.735048376533376,1994-11-11,37.441599,-122.150545,233.2
1776,13.94,3.81,8.07,10860000.0,0.037,2.35,8.259404176081638,1994-11-12,37.441599,-122.150545,233.2
1777,13.86,-1.1,5.76,13180000.0,0.0,1.6,5.574186042726151,1994-11-13,37.441599,-122.150545,233.2
1778,16.42,0.98,6.87,12520000.0,0.001,1.39,5.8463787619877605,1994-11-14,37.441599,-122.150545,233.2
1779,11.68,3.1,7.43,5190000.0,1.19,2.61,9.474814094848128,1994-11-15,37.441599,-122.150545,233.2
1780,12.47,1.95,6.57,9370000.0,0.197,2.79,8.452864016325307,1994-11-16,37.441599,-122.150545,233.2
1781,11.51,4.46,8.37,9580000.0,0.45999999999999996,4.72,8.839481649806642,1994-11-17,37.441599,-122.150545,233.2
1782,10.14,-0.72,3.83,12260000.0,0.0,2.91,4.870737564979979,1994-11-18,37.441599,-122.150545,233.2
1783,11.57,-4.38,3.05,12260000.0,0.0,1.49,4.863465756105933,1994-11-19,37.441599,-122.150545,233.2
1784,15.05,2.92,7.93,7190000.0,0.024,1.36,9.613233382452636,1994-11-20,37.441599,-122.150545,233.2
1785,13.42,2.43,7.15,11910000.0,0.008,1.53,7.9288328013909375,1994-11-21,37.441599,-122.150545,233.2
1786,17.25,-0.49,7.03,11840000.0,0.0,1.3,6.028447829390168,1994-11-22,37.441599,-122.150545,233.2
1787,18.17,1.88,8.9,10390000.0,0.0,1.12,5.761401624571477,1994-11-23,37.441599,-122.150545,233.2
1788,16.43,7.01,10.51,8860000.0,0.28700000000000003,1.81,8.452864016325307,1994-11-24,37.441599,-122.150545,233.2
1789,11.38,6.36,9.19,8630000.0,1.968,4.14,9.94316228594328,1994-11-25,37.441599,-122.150545,233.2
1790,10.69,1.8,5.65,11210000.0,0.215,2.41,6.996044032036023,1994-11-26,37.441599,-122.150545,233.2
1791,9.44,1.58,6.28,4179999.9999999995,0.13999999999999999,1.66,9.27369061880469,1994-11-27,37.441599,-122.150545,233.2
1792,12.69,2.56,6.08,11130000.0,0.001,2.21,7.486723293301335,1994-11-28,37.441599,-122.150545,233.2
1793,15.28,1.62,6.53,11020000.0,0.012,1.29,6.921222974662619,1994-11-29,37.441599,-122.150545,233.2
1794,16.98,2.51,8.44,10640000.0,0.001,1.4,7.561544564188122,1994-11-30,37.441599,-122.150545,233.2
1795,14.6,6.44,9.61,4220000.0,0.014000000000000002,1.29,11.574006826967938,1994-12-01,37.441599,-122.150545,233.2
1796,12.49,6.68,8.76,6580000.0,0.086,1.32,10.396193950989241,1994-12-02,37.441599,-122.150545,233.2
1797,12.8,8.26,10.61,2710000.0,0.706,3.21,12.059212783089702,1994-12-03,37.441599,-122.150545,233.2
1798,10.94,4.76,7.73,7330000.0,0.375,1.52,9.357569943422183,1994-12-04,37.441599,-122.150545,233.2
1799,9.4,1.9,4.76,1690000.0,0.009,1.32,7.117244297610056,1994-12-05,37.441599,-122.150545,233.2
1800,11.46,2.22,6.01,9750000.0,0.11599999999999999,1.72,8.282643898874941,1994-12-06,37.441599,-122.150545,233.2
1801,11.11,1.06,4.45,10530000.0,0.0,1.8,7.091842430445974,1994-12-07,37.441599,-122.150545,233.2
1802,8.75,-4.25,1.93,10560000.0,0.002,1.51,4.962451123385504,1994-12-08,37.441599,-122.150545,233.2
1803,10.89,-2.56,3.69,10500000.0,0.0,1.4,4.918239502805473,1994-12-09,37.441599,-122.150545,233.2
1804,11.39,-0.6,5.0,5370000.0,0.185,1.46,6.42626504140032,1994-12-10,37.441599,-122.150545,233.2
1805,12.42,4.62,7.8,6510000.0,0.483,2.08,9.032291874152726,1994-12-11,37.441599,-122.150545,233.2
1806,9.12,3.65,6.84,6990000.0,1.266,1.55,9.409519661612123,1994-12-12,37.441599,-122.150545,233.2
1807,10.85,3.97,6.64,6840000.0,0.632,1.33,9.177730779910997,1994-12-13,37.441599,-122.150545,233.2
1808,9.48,3.48,6.35,5850000.0,0.41200000000000003,2.25,9.586731272236175,1994-12-14,37.441599,-122.150545,233.2
1809,12.73,3.98,7.12,9500000.0,0.012,0.68,7.817580924843126,1994-12-15,37.441599,-122.150545,233.2
1810,15.2,4.39,8.45,9640000.0,0.0,1.02,7.4654661902258965,1994-12-16,37.441599,-122.150545,233.2
1811,17.16,5.4,9.23,8950000.0,0.014000000000000002,1.17,9.403012078985913,1994-12-17,37.441599,-122.150545,233.2
1812,14.04,4.77,9.12,9750000.0,0.05500000000000001,1.45,9.228799877175787,1994-12-18,37.441599,-122.150545,233.2
1813,15.98,3.57,8.53,8380000.000000001,0.0,1.06,7.795496608893963,1994-12-19,37.441599,-122.150545,233.2
1814,18.15,3.52,8.8,8740000.0,0.005,1.12,7.839720435947725,1994-12-20,37.441599,-122.150545,233.2
1815,11.8,2.42,6.53,10080000.0,0.002,1.17,8.201556339738227,1994-12-21,37.441599,-122.150545,233.2
1816,17.04,2.66,7.65,9770000.0,0.0,1.29,7.556178381884077,1994-12-22,37.441599,-122.150545,233.2
1817,16.73,2.48,8.14,8850000.0,0.012,2.01,8.500360935253848,1994-12-23,37.441599,-122.150545,233.2
1818,10.07,3.3,7.83,9540000.0,1.074,2.45,9.827584642942316,1994-12-24,37.441599,-122.150545,233.2
1819,12.58,1.71,5.78,10230000.0,0.0,2.49,7.7241023475347355,1994-12-25,37.441599,-122.150545,233.2
1820,14.41,3.3,7.61,7180000.0,0.023,1.38,9.422546734292066,1994-12-26,37.441599,-122.150545,233.2
1821,11.94,5.83,8.46,5470000.0,0.343,1.27,10.889492267140577,1994-12-27,37.441599,-122.150545,233.2
1822,10.15,2.23,6.21,9550000.0,0.16,1.84,8.411496384564026,1994-12-28,37.441599,-122.150545,233.2
1823,10.76,0.25,5.08,9390000.0,0.017,1.07,6.881608162300921,1994-12-29,37.441599,-122.150545,233.2
1824,12.34,-0.92,4.8,7950000.0,0.002,1.44,7.476088071911505,1994-12-30,37.441599,-122.150545,233.2
1825,8.83,1.37,5.23,2840000.0,0.417,1.43,8.51227187922193,1994-12-31,37.441599,-122.150545,233.2
1826,13.63,5.08,7.85,5680000.0,0.148,1.84,9.044857577922013,1995-01-01,37.441599,-122.150545,233.2
1827,12.99,4.33,8.27,6080000.0,0.5429999999999999,3.11,7.984980831099481,1995-01-02,37.441599,-122.150545,233.2
1828,11.65,7.27,9.07,9490000.0,1.421,2.57,10.546392301630549,1995-01-03,37.441599,-122.150545,233.2
1829,8.43,5.3,6.87,2640000.0,1.9300000000000002,3.7,9.241606218620037,1995-01-04,37.441599,-122.150545,233.2
1830,10.68,6.3,8.34,8910000.0,0.39,2.99,9.448648567399648,1995-01-05,37.441599,-122.150545,233.2
1831,11.33,3.44,8.16,3190000.0,0.9259999999999999,4.38,9.209619690913838,1995-01-06,37.441599,-122.150545,233.2
1832,14.17,10.47,11.88,6720000.0,0.899,5.06,12.296093133087638,1995-01-07,37.441599,-122.150545,233.2
1833,14.26,11.32,12.91,2700000.0,1.483,6.27,13.471350543584519,1995-01-08,37.441599,-122.150545,233.2
1834,15.59,13.26,14.21,3100000.0,4.4159999999999995,7.12,14.763521403092248,1995-01-09,37.441599,-122.150545,233.2
1835,16.12,8.16,12.51,10980000.0,1.5070000000000001,4.8,13.24100885246256,1995-01-10,37.441599,-122.150545,233.2
1836,13.92,7.33,10.05,7870000.0,0.517,3.01,11.15889859065546,1995-01-11,37.441599,-122.150545,233.2
1837,14.72,10.66,12.34,3910000.0,0.488,2.5,13.320347750876735,1995-01-12,37.441599,-122.150545,233.2
1838,16.51,11.8,14.01,3270000.0,0.791,4.46,14.79256953260303,1995-01-13,37.441599,-122.150545,233.2
1839,13.87,7.34,11.65,6680000.0,1.53,3.54,12.528677634951674,1995-01-14,37.441599,-122.150545,233.2
1840,9.99,5.69,7.84,8540000.0,0.5429999999999999,2.32,9.383513121115554,1995-01-15,37.441599,-122.150545,233.2
